k,f1
195.000000,0.679422
195.000000,0.679422
196.000000,0.676524
196.000000,0.676524
196.000000,0.676524
197.000000,0.673309
197.000000,0.673309
197.000000,0.673309
198.000000,0.673309
198.000000,0.673309
198.000000,0.673309
199.000000,0.673309
199.000000,0.673309
199.000000,0.673309
200.000000,0.673211
200.000000,0.673211
200.000000,0.673211
201.000000,0.673211
201.000000,0.673211
201.000000,0.673211
202.000000,0.666609
202.000000,0.666609
202.000000,0.666609
203.000000,0.666609
203.000000,0.666609
203.000000,0.666609
204.000000,0.666609
204.000000,0.666609
204.000000,0.666609
205.000000,0.666609
205.000000,0.666609
205.000000,0.666609
206.000000,0.666609
206.000000,0.666609
206.000000,0.666609
207.000000,0.660422
207.000000,0.660422
207.000000,0.660422
208.000000,0.660422
208.000000,0.660422
208.000000,0.660422
208.000000,0.660422
209.000000,0.660422
209.000000,0.660422
209.000000,0.660422
210.000000,0.657072
210.000000,0.657072
210.000000,0.657072
211.000000,0.657072
211.000000,0.657072
211.000000,0.657072
212.000000,0.653682
212.000000,0.653682
212.000000,0.653682
213.000000,0.653682
213.000000,0.653682
213.000000,0.653682
214.000000,0.650251
214.000000,0.650251
214.000000,0.650251
215.000000,0.650251
215.000000,0.650251
215.000000,0.650251
216.000000,0.645831
216.000000,0.645831
216.000000,0.645831
217.000000,0.645831
217.000000,0.645831
217.000000,0.645831
218.000000,0.645831
218.000000,0.645831
218.000000,0.645831
219.000000,0.642253
219.000000,0.642253
219.000000,0.642253
220.000000,0.642253
220.000000,0.642253
220.000000,0.642253
221.000000,0.642253
221.000000,0.642253
221.000000,0.642253
221.000000,0.642253
222.000000,0.642253
222.000000,0.642253
222.000000,0.642253
223.000000,0.638627
223.000000,0.638627
223.000000,0.638627
224.000000,0.638627
224.000000,0.638627
224.000000,0.638627
225.000000,0.631223
225.000000,0.631223
225.000000,0.631223
226.000000,0.631223
226.000000,0.631223
226.000000,0.631223
227.000000,0.631223
227.000000,0.631223
227.000000,0.631223
228.000000,0.631223
228.000000,0.631223
228.000000,0.631223
229.000000,0.631223
229.000000,0.631223
229.000000,0.631223
230.000000,0.631223
230.000000,0.631223
230.000000,0.631223
231.000000,0.631223
231.000000,0.631223
231.000000,0.631223
232.000000,0.631223
232.000000,0.631223
232.000000,0.631223
233.000000,0.631223
233.000000,0.631223
233.000000,0.631223
234.000000,0.631139
234.000000,0.631139
234.000000,0.631139
234.000000,0.631139
235.000000,0.631139
235.000000,0.631139
235.000000,0.631139
236.000000,0.631139
236.000000,0.631139
236.000000,0.631139
237.000000,0.631139
237.000000,0.631139
237.000000,0.631139
238.000000,0.631139
238.000000,0.631139
238.000000,0.631139
239.000000,0.627343
239.000000,0.627343
239.000000,0.627343
240.000000,0.627343
240.000000,0.627343
240.000000,0.627343
241.000000,0.627343
241.000000,0.627343
241.000000,0.627343
242.000000,0.627343
242.000000,0.627343
242.000000,0.627343
243.000000,0.627400
243.000000,0.627400
243.000000,0.627400
244.000000,0.627358
244.000000,0.627358
244.000000,0.627358
245.000000,0.627358
245.000000,0.627358
245.000000,0.627358
246.000000,0.627358
246.000000,0.627358
246.000000,0.627358
247.000000,0.623469
247.000000,0.623469
247.000000,0.623469
247.000000,0.623469
248.000000,0.623469
248.000000,0.623469
248.000000,0.623469
249.000000,0.623469
249.000000,0.623469
249.000000,0.623469
250.000000,0.615500
250.000000,0.615500
250.000000,0.615500
251.000000,0.615500
251.000000,0.615500
251.000000,0.615500
252.000000,0.607257
252.000000,0.607257
252.000000,0.607257
253.000000,0.607257
253.000000,0.607257
253.000000,0.607257
254.000000,0.607257
254.000000,0.607257
254.000000,0.607257
255.000000,0.603026
255.000000,0.603026
255.000000,0.603026
256.000000,0.602902
256.000000,0.602902
256.000000,0.602902
257.000000,0.600152
257.000000,0.600152
257.000000,0.600152
258.000000,0.595825
258.000000,0.595825
258.000000,0.595825
259.000000,0.595825
259.000000,0.595825
259.000000,0.595825
260.000000,0.595825
260.000000,0.595825
260.000000,0.595825
260.000000,0.595825
261.000000,0.595712
261.000000,0.595712
261.000000,0.595712
262.000000,0.592960
262.000000,0.592960
262.000000,0.592960
263.000000,0.588527
263.000000,0.588527
263.000000,0.588527
264.000000,0.579390
264.000000,0.579390
264.000000,0.579390
265.000000,0.574678
265.000000,0.574678
265.000000,0.574678
266.000000,0.574678
266.000000,0.574678
266.000000,0.574678
267.000000,0.574678
267.000000,0.574678
267.000000,0.574678
268.000000,0.574641
268.000000,0.574641
268.000000,0.574641
269.000000,0.574641
269.000000,0.574641
269.000000,0.574641
270.000000,0.569833
270.000000,0.569833
270.000000,0.569833
271.000000,0.569833
271.000000,0.569833
271.000000,0.569833
272.000000,0.564917
272.000000,0.564917
272.000000,0.564917
273.000000,0.562186
273.000000,0.562186
273.000000,0.562186
273.000000,0.562186
274.000000,0.562186
274.000000,0.562186
274.000000,0.562186
275.000000,0.562186
275.000000,0.562186
275.000000,0.562186
276.000000,0.557164
276.000000,0.557164
276.000000,0.557164
277.000000,0.557164
277.000000,0.557164
277.000000,0.557164
278.000000,0.548926
278.000000,0.548926
278.000000,0.548926
279.000000,0.548926
279.000000,0.548926
279.000000,0.548926
280.000000,0.548926
280.000000,0.548926
280.000000,0.548926
281.000000,0.543617
281.000000,0.543617
281.000000,0.543617
282.000000,0.538121
282.000000,0.538121
282.000000,0.538121
283.000000,0.538121
283.000000,0.538121
283.000000,0.538121
284.000000,0.538121
284.000000,0.538121
284.000000,0.538121
285.000000,0.532688
285.000000,0.532688
285.000000,0.532688
286.000000,0.532246
286.000000,0.532246
286.000000,0.532246
286.000000,0.532246
287.000000,0.520823
287.000000,0.520823
287.000000,0.520823
288.000000,0.514876
288.000000,0.514876
288.000000,0.514876
289.000000,0.514876
289.000000,0.514876
289.000000,0.514876
290.000000,0.506018
290.000000,0.506018
290.000000,0.506018
291.000000,0.505309
291.000000,0.505309
291.000000,0.505309
292.000000,0.505309
292.000000,0.505309
292.000000,0.505309
293.000000,0.502555
293.000000,0.502555
293.000000,0.502555
294.000000,0.502555
294.000000,0.502555
294.000000,0.502555
295.000000,0.502555
295.000000,0.502555
295.000000,0.502555
296.000000,0.502555
296.000000,0.502555
296.000000,0.502555
297.000000,0.496183
297.000000,0.496183
297.000000,0.496183
298.000000,0.488734
298.000000,0.488734
298.000000,0.488734
299.000000,0.487924
299.000000,0.487924
299.000000,0.487924
299.000000,0.487924
300.000000,0.487055
300.000000,0.487055
300.000000,0.487055
301.000000,0.487143
301.000000,0.487143
301.000000,0.487143
302.000000,0.487246
302.000000,0.487246
302.000000,0.487246
303.000000,0.484494
303.000000,0.484494
303.000000,0.484494
304.000000,0.481724
304.000000,0.481724
304.000000,0.481724
305.000000,0.481724
305.000000,0.481724
305.000000,0.481724
306.000000,0.476237
306.000000,0.476237
306.000000,0.476237
307.000000,0.476237
307.000000,0.476237
307.000000,0.476237
308.000000,0.470552
308.000000,0.470552
308.000000,0.470552
309.000000,0.467799
309.000000,0.467799
309.000000,0.467799
310.000000,0.464899
310.000000,0.464899
310.000000,0.464899
311.000000,0.461976
311.000000,0.461976
311.000000,0.461976
312.000000,0.459030
312.000000,0.459030
312.000000,0.459030
312.000000,0.459030
313.000000,0.456059
313.000000,0.456059
313.000000,0.456059
314.000000,0.453183
314.000000,0.453183
314.000000,0.453183
315.000000,0.447107
315.000000,0.447107
315.000000,0.447107
316.000000,0.431763
316.000000,0.431763
316.000000,0.431763
317.000000,0.408609
317.000000,0.408609
317.000000,0.408609
318.000000,0.387325
318.000000,0.387325
318.000000,0.387325
319.000000,0.367411
319.000000,0.367411
319.000000,0.367411
320.000000,0.345702
320.000000,0.345702
320.000000,0.345702
321.000000,0.311406
321.000000,0.311406
321.000000,0.311406
322.000000,0.287731
322.000000,0.287731
322.000000,0.287731
323.000000,0.281796
323.000000,0.281796
323.000000,0.281796
324.000000,0.273206
324.000000,0.273206
324.000000,0.273206
